"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USC00420617","BENMORE, UT US","1934-01-01",,,
"USC00420617","BENMORE, UT US","1934-01-02",,,
"USC00420617","BENMORE, UT US","1934-01-03",,,
"USC00420617","BENMORE, UT US","1934-01-04",,,
"USC00420617","BENMORE, UT US","1934-01-05",,,
"USC00420617","BENMORE, UT US","1934-01-06",,,
"USC00420617","BENMORE, UT US","1934-01-07",,,
"USC00420617","BENMORE, UT US","1934-01-08",,,
"USC00420617","BENMORE, UT US","1934-01-09",,,
"USC00420617","BENMORE, UT US","1934-01-10",,,
"USC00420617","BENMORE, UT US","1934-01-11",,,
"USC00420617","BENMORE, UT US","1934-01-12",,,
"USC00420617","BENMORE, UT US","1934-01-13",,,
"USC00420617","BENMORE, UT US","1934-01-14",,,
"USC00420617","BENMORE, UT US","1934-01-15",,,
"USC00420617","BENMORE, UT US","1934-01-16",,,
"USC00420617","BENMORE, UT US","1934-01-17",,,
"USC00420617","BENMORE, UT US","1934-01-18",,,
"USC00420617","BENMORE, UT US","1934-01-19",,,
"USC00420617","BENMORE, UT US","1934-01-20",,,
"USC00420617","BENMORE, UT US","1934-01-21",,,
"USC00420617","BENMORE, UT US","1934-01-22",,,
"USC00420617","BENMORE, UT US","1934-01-23",,,
"USC00420617","BENMORE, UT US","1934-01-24",,,
"USC00420617","BENMORE, UT US","1934-01-25",,,
"USC00420617","BENMORE, UT US","1934-01-26",,,
"USC00420617","BENMORE, UT US","1934-01-27",,,
"USC00420617","BENMORE, UT US","1934-01-28",,,
"USC00420617","BENMORE, UT US","1934-01-29",,,
"USC00420617","BENMORE, UT US","1934-01-30",,,
"USC00420617","BENMORE, UT US","1934-01-31",,,
"USC00420617","BENMORE, UT US","1934-02-01",,,
"USC00420617","BENMORE, UT US","1934-02-02",,,
"USC00420617","BENMORE, UT US","1934-02-03",,,
"USC00420617","BENMORE, UT US","1934-02-04",,,
"USC00420617","BENMORE, UT US","1934-02-05",,,
"USC00420617","BENMORE, UT US","1934-02-06",,,
"USC00420617","BENMORE, UT US","1934-02-07",,,
"USC00420617","BENMORE, UT US","1934-02-08",,,
"USC00420617","BENMORE, UT US","1934-02-09",,,
"USC00420617","BENMORE, UT US","1934-02-10",,,
"USC00420617","BENMORE, UT US","1934-02-11",,,
"USC00420617","BENMORE, UT US","1934-02-12",,,
"USC00420617","BENMORE, UT US","1934-02-13",,,
"USC00420617","BENMORE, UT US","1934-02-14",,,
"USC00420617","BENMORE, UT US","1934-02-15",,,
"USC00420617","BENMORE, UT US","1934-02-16",,,
"USC00420617","BENMORE, UT US","1934-02-17",,,
"USC00420617","BENMORE, UT US","1934-02-18",,,
"USC00420617","BENMORE, UT US","1934-02-19",,,
"USC00420617","BENMORE, UT US","1934-02-20",,,
"USC00420617","BENMORE, UT US","1934-02-21",,,
"USC00420617","BENMORE, UT US","1934-02-22",,,
"USC00420617","BENMORE, UT US","1934-02-23",,,
"USC00420617","BENMORE, UT US","1934-02-24",,,
"USC00420617","BENMORE, UT US","1934-02-25",,,
"USC00420617","BENMORE, UT US","1934-02-26",,,
"USC00420617","BENMORE, UT US","1934-02-27",,,
"USC00420617","BENMORE, UT US","1934-02-28",,,
"USC00420617","BENMORE, UT US","1934-03-01",,,
"USC00420617","BENMORE, UT US","1934-03-02",,,
"USC00420617","BENMORE, UT US","1934-03-03",,,
"USC00420617","BENMORE, UT US","1934-03-04",,,
"USC00420617","BENMORE, UT US","1934-03-05",,,
"USC00420617","BENMORE, UT US","1934-03-06",,,
"USC00420617","BENMORE, UT US","1934-03-07",,,
"USC00420617","BENMORE, UT US","1934-03-08",,,
"USC00420617","BENMORE, UT US","1934-03-09",,,
"USC00420617","BENMORE, UT US","1934-03-10",,,
"USC00420617","BENMORE, UT US","1934-03-11",,,
"USC00420617","BENMORE, UT US","1934-03-12",,,
"USC00420617","BENMORE, UT US","1934-03-13",,,
"USC00420617","BENMORE, UT US","1934-03-14",,,
"USC00420617","BENMORE, UT US","1934-03-15",,,
"USC00420617","BENMORE, UT US","1934-03-16",,,
"USC00420617","BENMORE, UT US","1934-03-17",,,
"USC00420617","BENMORE, UT US","1934-03-18",,,
"USC00420617","BENMORE, UT US","1934-03-19",,,
"USC00420617","BENMORE, UT US","1934-03-20",,,
"USC00420617","BENMORE, UT US","1934-03-21",,,
"USC00420617","BENMORE, UT US","1934-03-22",,,
"USC00420617","BENMORE, UT US","1934-03-23",,,
"USC00420617","BENMORE, UT US","1934-03-24",,,
"USC00420617","BENMORE, UT US","1934-03-25",,,
"USC00420617","BENMORE, UT US","1934-03-26",,,
"USC00420617","BENMORE, UT US","1934-03-27",,,
"USC00420617","BENMORE, UT US","1934-03-28",,,
"USC00420617","BENMORE, UT US","1934-03-29",,,
"USC00420617","BENMORE, UT US","1934-03-30",,,
"USC00420617","BENMORE, UT US","1934-03-31",,,
"USC00420617","BENMORE, UT US","1934-04-01",,,
"USC00420617","BENMORE, UT US","1934-04-02",,,
"USC00420617","BENMORE, UT US","1934-04-03",,,
"USC00420617","BENMORE, UT US","1934-04-04",,,
"USC00420617","BENMORE, UT US","1934-04-05",,,
"USC00420617","BENMORE, UT US","1934-04-06",,,
"USC00420617","BENMORE, UT US","1934-04-07",,,
"USC00420617","BENMORE, UT US","1934-04-08",,,
"USC00420617","BENMORE, UT US","1934-04-09",,,
"USC00420617","BENMORE, UT US","1934-04-10",,,
"USC00420617","BENMORE, UT US","1934-04-11",,,
"USC00420617","BENMORE, UT US","1934-04-12",,,
"USC00420617","BENMORE, UT US","1934-04-13",,,
"USC00420617","BENMORE, UT US","1934-04-14",,,
"USC00420617","BENMORE, UT US","1934-04-15",,,
"USC00420617","BENMORE, UT US","1934-04-16",,,
"USC00420617","BENMORE, UT US","1934-04-17",,,
"USC00420617","BENMORE, UT US","1934-04-18",,,
"USC00420617","BENMORE, UT US","1934-04-19",,,
"USC00420617","BENMORE, UT US","1934-04-20",,,
"USC00420617","BENMORE, UT US","1934-04-21",,,
"USC00420617","BENMORE, UT US","1934-04-22",,,
"USC00420617","BENMORE, UT US","1934-04-23",,,
"USC00420617","BENMORE, UT US","1934-04-24",,,
"USC00420617","BENMORE, UT US","1934-04-25",,,
"USC00420617","BENMORE, UT US","1934-04-26",,,
"USC00420617","BENMORE, UT US","1934-04-27",,,
"USC00420617","BENMORE, UT US","1934-04-28",,,
"USC00420617","BENMORE, UT US","1934-04-29",,,
"USC00420617","BENMORE, UT US","1934-04-30",,,
"USC00420617","BENMORE, UT US","1934-05-01",,,
"USC00420617","BENMORE, UT US","1934-05-02",,,
"USC00420617","BENMORE, UT US","1934-05-03",,,
"USC00420617","BENMORE, UT US","1934-05-04",,,
"USC00420617","BENMORE, UT US","1934-05-05",,,
"USC00420617","BENMORE, UT US","1934-05-06",,,
"USC00420617","BENMORE, UT US","1934-05-07",,,
"USC00420617","BENMORE, UT US","1934-05-08",,,
"USC00420617","BENMORE, UT US","1934-05-09",,,
"USC00420617","BENMORE, UT US","1934-05-10",,,
"USC00420617","BENMORE, UT US","1934-05-11",,,
"USC00420617","BENMORE, UT US","1934-05-12",,,
"USC00420617","BENMORE, UT US","1934-05-13",,,
"USC00420617","BENMORE, UT US","1934-05-14",,,
"USC00420617","BENMORE, UT US","1934-05-15",,,
"USC00420617","BENMORE, UT US","1934-05-16",,,
"USC00420617","BENMORE, UT US","1934-05-17",,,
"USC00420617","BENMORE, UT US","1934-05-18",,,
"USC00420617","BENMORE, UT US","1934-05-19",,,
"USC00420617","BENMORE, UT US","1934-05-20",,,
"USC00420617","BENMORE, UT US","1934-05-21",,,
"USC00420617","BENMORE, UT US","1934-05-22",,,
"USC00420617","BENMORE, UT US","1934-05-23",,,
"USC00420617","BENMORE, UT US","1934-05-24",,,
"USC00420617","BENMORE, UT US","1934-05-25",,,
"USC00420617","BENMORE, UT US","1934-05-26",,,
"USC00420617","BENMORE, UT US","1934-05-27",,,
"USC00420617","BENMORE, UT US","1934-05-28",,,
"USC00420617","BENMORE, UT US","1934-05-29",,,
"USC00420617","BENMORE, UT US","1934-05-30",,,
"USC00420617","BENMORE, UT US","1934-05-31",,,
"USC00420617","BENMORE, UT US","1934-06-01",,,
"USC00420617","BENMORE, UT US","1934-06-02",,,
"USC00420617","BENMORE, UT US","1934-06-03",,,
"USC00420617","BENMORE, UT US","1934-06-04",,,
"USC00420617","BENMORE, UT US","1934-06-05",,,
"USC00420617","BENMORE, UT US","1934-06-06",,,
"USC00420617","BENMORE, UT US","1934-06-07",,,
"USC00420617","BENMORE, UT US","1934-06-08",,,
"USC00420617","BENMORE, UT US","1934-06-09",,,
"USC00420617","BENMORE, UT US","1934-06-10",,,
"USC00420617","BENMORE, UT US","1934-06-11",,,
"USC00420617","BENMORE, UT US","1934-06-12",,,
"USC00420617","BENMORE, UT US","1934-06-13",,,
"USC00420617","BENMORE, UT US","1934-06-14",,,
"USC00420617","BENMORE, UT US","1934-06-15",,,
"USC00420617","BENMORE, UT US","1934-06-16",,,
"USC00420617","BENMORE, UT US","1934-06-17",,,
"USC00420617","BENMORE, UT US","1934-06-18",,,
"USC00420617","BENMORE, UT US","1934-06-19",,,
"USC00420617","BENMORE, UT US","1934-06-20",,,
"USC00420617","BENMORE, UT US","1934-06-21",,,
"USC00420617","BENMORE, UT US","1934-06-22",,,
"USC00420617","BENMORE, UT US","1934-06-23",,,
"USC00420617","BENMORE, UT US","1934-06-24",,,
"USC00420617","BENMORE, UT US","1934-06-25",,,
"USC00420617","BENMORE, UT US","1934-06-26",,,
"USC00420617","BENMORE, UT US","1934-06-27",,,
"USC00420617","BENMORE, UT US","1934-06-28",,,
"USC00420617","BENMORE, UT US","1934-06-29",,,
"USC00420617","BENMORE, UT US","1934-06-30",,,
"USC00420617","BENMORE, UT US","1934-07-01",,,
"USC00420617","BENMORE, UT US","1934-07-02",,,
"USC00420617","BENMORE, UT US","1934-07-03",,,
"USC00420617","BENMORE, UT US","1934-07-04",,,
"USC00420617","BENMORE, UT US","1934-07-05",,,
"USC00420617","BENMORE, UT US","1934-07-06",,,
"USC00420617","BENMORE, UT US","1934-07-07",,,
"USC00420617","BENMORE, UT US","1934-07-08",,,
"USC00420617","BENMORE, UT US","1934-07-09",,,
"USC00420617","BENMORE, UT US","1934-07-10",,,
"USC00420617","BENMORE, UT US","1934-07-11",,,
"USC00420617","BENMORE, UT US","1934-07-12",,,
"USC00420617","BENMORE, UT US","1934-07-13",,,
"USC00420617","BENMORE, UT US","1934-07-14",,,
"USC00420617","BENMORE, UT US","1934-07-15",,,
"USC00420617","BENMORE, UT US","1934-07-16",,,
"USC00420617","BENMORE, UT US","1934-07-17",,,
"USC00420617","BENMORE, UT US","1934-07-18",,,
"USC00420617","BENMORE, UT US","1934-07-19",,,
"USC00420617","BENMORE, UT US","1934-07-20",,,
"USC00420617","BENMORE, UT US","1934-07-21",,,
"USC00420617","BENMORE, UT US","1934-07-22",,,
"USC00420617","BENMORE, UT US","1934-07-23",,,
"USC00420617","BENMORE, UT US","1934-07-24",,,
"USC00420617","BENMORE, UT US","1934-07-25",,,
"USC00420617","BENMORE, UT US","1934-07-26",,,
"USC00420617","BENMORE, UT US","1934-07-27",,,
"USC00420617","BENMORE, UT US","1934-07-28",,,
"USC00420617","BENMORE, UT US","1934-07-29",,,
"USC00420617","BENMORE, UT US","1934-07-30",,,
"USC00420617","BENMORE, UT US","1934-07-31",,,
"USC00420617","BENMORE, UT US","1934-08-01",,,
"USC00420617","BENMORE, UT US","1934-08-02",,,
"USC00420617","BENMORE, UT US","1934-08-03",,,
"USC00420617","BENMORE, UT US","1934-08-04",,,
"USC00420617","BENMORE, UT US","1934-08-05",,,
"USC00420617","BENMORE, UT US","1934-08-06",,,
"USC00420617","BENMORE, UT US","1934-08-07",,,
"USC00420617","BENMORE, UT US","1934-08-08",,,
"USC00420617","BENMORE, UT US","1934-08-09",,,
"USC00420617","BENMORE, UT US","1934-08-10",,,
"USC00420617","BENMORE, UT US","1934-08-11",,,
"USC00420617","BENMORE, UT US","1934-08-12",,,
"USC00420617","BENMORE, UT US","1934-08-13",,,
"USC00420617","BENMORE, UT US","1934-08-14",,,
"USC00420617","BENMORE, UT US","1934-08-15",,,
"USC00420617","BENMORE, UT US","1934-08-16",,,
"USC00420617","BENMORE, UT US","1934-08-17",,,
"USC00420617","BENMORE, UT US","1934-08-18",,,
"USC00420617","BENMORE, UT US","1934-08-19",,,
"USC00420617","BENMORE, UT US","1934-08-20",,,
"USC00420617","BENMORE, UT US","1934-08-21",,,
"USC00420617","BENMORE, UT US","1934-08-22",,,
"USC00420617","BENMORE, UT US","1934-08-23",,,
"USC00420617","BENMORE, UT US","1934-08-24",,,
"USC00420617","BENMORE, UT US","1934-08-25",,,
"USC00420617","BENMORE, UT US","1934-08-26",,,
"USC00420617","BENMORE, UT US","1934-08-27",,,
"USC00420617","BENMORE, UT US","1934-08-28",,,
"USC00420617","BENMORE, UT US","1934-08-29",,,
"USC00420617","BENMORE, UT US","1934-08-30",,,
"USC00420617","BENMORE, UT US","1934-08-31",,,
"USC00420617","BENMORE, UT US","1934-09-01",,,
"USC00420617","BENMORE, UT US","1934-09-02",,,
"USC00420617","BENMORE, UT US","1934-09-03",,,
"USC00420617","BENMORE, UT US","1934-09-04",,,
"USC00420617","BENMORE, UT US","1934-09-05",,,
"USC00420617","BENMORE, UT US","1934-09-06",,,
"USC00420617","BENMORE, UT US","1934-09-07",,,
"USC00420617","BENMORE, UT US","1934-09-08",,,
"USC00420617","BENMORE, UT US","1934-09-09",,,
"USC00420617","BENMORE, UT US","1934-09-10",,,
"USC00420617","BENMORE, UT US","1934-09-11",,,
"USC00420617","BENMORE, UT US","1934-09-12",,,
"USC00420617","BENMORE, UT US","1934-09-13",,,
"USC00420617","BENMORE, UT US","1934-09-14",,,
"USC00420617","BENMORE, UT US","1934-09-15",,,
"USC00420617","BENMORE, UT US","1934-09-16",,,
"USC00420617","BENMORE, UT US","1934-09-17",,,
"USC00420617","BENMORE, UT US","1934-09-18",,,
"USC00420617","BENMORE, UT US","1934-09-19",,,
"USC00420617","BENMORE, UT US","1934-09-20",,,
"USC00420617","BENMORE, UT US","1934-09-21",,,
"USC00420617","BENMORE, UT US","1934-09-22",,,
"USC00420617","BENMORE, UT US","1934-09-23",,,
"USC00420617","BENMORE, UT US","1934-09-24",,,
"USC00420617","BENMORE, UT US","1934-09-25",,,
"USC00420617","BENMORE, UT US","1934-09-26",,,
"USC00420617","BENMORE, UT US","1934-09-27",,,
"USC00420617","BENMORE, UT US","1934-09-28",,,
"USC00420617","BENMORE, UT US","1934-09-29",,,
"USC00420617","BENMORE, UT US","1934-09-30",,,
"USC00420617","BENMORE, UT US","1934-10-01",,,
"USC00420617","BENMORE, UT US","1934-10-02",,,
"USC00420617","BENMORE, UT US","1934-10-03",,,
"USC00420617","BENMORE, UT US","1934-10-04",,,
"USC00420617","BENMORE, UT US","1934-10-05",,,
"USC00420617","BENMORE, UT US","1934-10-06",,,
"USC00420617","BENMORE, UT US","1934-10-07",,,
"USC00420617","BENMORE, UT US","1934-10-08",,,
"USC00420617","BENMORE, UT US","1934-10-09",,,
"USC00420617","BENMORE, UT US","1934-10-10",,,
"USC00420617","BENMORE, UT US","1934-10-11",,,
"USC00420617","BENMORE, UT US","1934-10-12",,,
"USC00420617","BENMORE, UT US","1934-10-13",,,
"USC00420617","BENMORE, UT US","1934-10-14",,,
"USC00420617","BENMORE, UT US","1934-10-15",,,
"USC00420617","BENMORE, UT US","1934-10-16",,,
"USC00420617","BENMORE, UT US","1934-10-17",,,
"USC00420617","BENMORE, UT US","1934-10-18",,,
"USC00420617","BENMORE, UT US","1934-10-19",,,
"USC00420617","BENMORE, UT US","1934-10-20",,,
"USC00420617","BENMORE, UT US","1934-10-21",,,
"USC00420617","BENMORE, UT US","1934-10-22",,,
"USC00420617","BENMORE, UT US","1934-10-23",,,
"USC00420617","BENMORE, UT US","1934-10-24",,,
"USC00420617","BENMORE, UT US","1934-10-25",,,
"USC00420617","BENMORE, UT US","1934-10-26",,,
"USC00420617","BENMORE, UT US","1934-10-27",,,
"USC00420617","BENMORE, UT US","1934-10-28",,,
"USC00420617","BENMORE, UT US","1934-10-29",,,
"USC00420617","BENMORE, UT US","1934-10-30",,,
"USC00420617","BENMORE, UT US","1934-10-31",,,
"USC00420617","BENMORE, UT US","1934-11-01",,,
"USC00420617","BENMORE, UT US","1934-11-02",,,
"USC00420617","BENMORE, UT US","1934-11-03",,,
"USC00420617","BENMORE, UT US","1934-11-04",,,
"USC00420617","BENMORE, UT US","1934-11-05",,,
"USC00420617","BENMORE, UT US","1934-11-06",,,
"USC00420617","BENMORE, UT US","1934-11-07",,,
"USC00420617","BENMORE, UT US","1934-11-08",,,
"USC00420617","BENMORE, UT US","1934-11-09",,,
"USC00420617","BENMORE, UT US","1934-11-10",,,
"USC00420617","BENMORE, UT US","1934-11-11",,,
"USC00420617","BENMORE, UT US","1934-11-12",,,
"USC00420617","BENMORE, UT US","1934-11-13",,,
"USC00420617","BENMORE, UT US","1934-11-14",,,
"USC00420617","BENMORE, UT US","1934-11-15",,,
"USC00420617","BENMORE, UT US","1934-11-16",,,
"USC00420617","BENMORE, UT US","1934-11-17",,,
"USC00420617","BENMORE, UT US","1934-11-18",,,
"USC00420617","BENMORE, UT US","1934-11-19",,,
"USC00420617","BENMORE, UT US","1934-11-20",,,
"USC00420617","BENMORE, UT US","1934-11-21",,,
"USC00420617","BENMORE, UT US","1934-11-22",,,
"USC00420617","BENMORE, UT US","1934-11-23",,,
"USC00420617","BENMORE, UT US","1934-11-24",,,
"USC00420617","BENMORE, UT US","1934-11-25",,,
"USC00420617","BENMORE, UT US","1934-11-26",,,
"USC00420617","BENMORE, UT US","1934-11-27",,,
"USC00420617","BENMORE, UT US","1934-11-28",,,
"USC00420617","BENMORE, UT US","1934-11-29",,,
"USC00420617","BENMORE, UT US","1934-11-30",,,
"USC00420617","BENMORE, UT US","1934-12-01",,,
"USC00420617","BENMORE, UT US","1934-12-02",,,
"USC00420617","BENMORE, UT US","1934-12-03",,,
"USC00420617","BENMORE, UT US","1934-12-04",,,
"USC00420617","BENMORE, UT US","1934-12-05",,,
"USC00420617","BENMORE, UT US","1934-12-06",,,
"USC00420617","BENMORE, UT US","1934-12-07",,,
"USC00420617","BENMORE, UT US","1934-12-08",,,
"USC00420617","BENMORE, UT US","1934-12-09",,,
"USC00420617","BENMORE, UT US","1934-12-10",,,
"USC00420617","BENMORE, UT US","1934-12-11",,,
"USC00420617","BENMORE, UT US","1934-12-12",,,
"USC00420617","BENMORE, UT US","1934-12-13",,,
"USC00420617","BENMORE, UT US","1934-12-14",,,
"USC00420617","BENMORE, UT US","1934-12-15",,,
"USC00420617","BENMORE, UT US","1934-12-16",,,
"USC00420617","BENMORE, UT US","1934-12-17",,,
"USC00420617","BENMORE, UT US","1934-12-18",,,
"USC00420617","BENMORE, UT US","1934-12-19",,,
"USC00420617","BENMORE, UT US","1934-12-20",,,
"USC00420617","BENMORE, UT US","1934-12-21",,,
"USC00420617","BENMORE, UT US","1934-12-22",,,
"USC00420617","BENMORE, UT US","1934-12-23",,,
"USC00420617","BENMORE, UT US","1934-12-24",,,
"USC00420617","BENMORE, UT US","1934-12-25",,,
"USC00420617","BENMORE, UT US","1934-12-26",,,
"USC00420617","BENMORE, UT US","1934-12-27",,,
"USC00420617","BENMORE, UT US","1934-12-28",,,
"USC00420617","BENMORE, UT US","1934-12-29",,,
"USC00420617","BENMORE, UT US","1934-12-30",,,
"USC00420617","BENMORE, UT US","1934-12-31",,,
"USC00420617","BENMORE, UT US","1935-01-01",,,
"USC00420738","BLANDING, UT US","1934-01-01",,"43","30"
"USC00420738","BLANDING, UT US","1934-01-02",,"46","31"
"USC00420738","BLANDING, UT US","1934-01-03",,"49","25"
"USC00420738","BLANDING, UT US","1934-01-04",,"46","25"
"USC00420738","BLANDING, UT US","1934-01-05",,"40","22"
"USC00420738","BLANDING, UT US","1934-01-06",,"37","20"
"USC00420738","BLANDING, UT US","1934-01-07",,"36","16"
"USC00420738","BLANDING, UT US","1934-01-08",,"42","10"
"USC00420738","BLANDING, UT US","1934-01-09",,"39","15"
"USC00420738","BLANDING, UT US","1934-01-10",,"42","13"
"USC00420738","BLANDING, UT US","1934-01-11",,"43","15"
"USC00420738","BLANDING, UT US","1934-01-12",,"32","8"
"USC00420738","BLANDING, UT US","1934-01-13",,"43","11"
"USC00420738","BLANDING, UT US","1934-01-14",,"44","13"
"USC00420738","BLANDING, UT US","1934-01-15",,"48","15"
"USC00420738","BLANDING, UT US","1934-01-16",,"50","23"
"USC00420738","BLANDING, UT US","1934-01-17",,"45","15"
"USC00420738","BLANDING, UT US","1934-01-18",,,
"USC00420738","BLANDING, UT US","1934-01-19",,"48","16"
"USC00420738","BLANDING, UT US","1934-01-20",,"44","19"
"USC00420738","BLANDING, UT US","1934-01-21",,"48","19"
"USC00420738","BLANDING, UT US","1934-01-22",,"51","20"
"USC00420738","BLANDING, UT US","1934-01-23",,"49","20"
"USC00420738","BLANDING, UT US","1934-01-24",,"48","21"
"USC00420738","BLANDING, UT US","1934-01-25",,"53","24"
"USC00420738","BLANDING, UT US","1934-01-26",,"52","22"
"USC00420738","BLANDING, UT US","1934-01-27",,"50","19"
"USC00420738","BLANDING, UT US","1934-01-28",,"51","20"
"USC00420738","BLANDING, UT US","1934-01-29",,"50","20"
"USC00420738","BLANDING, UT US","1934-01-30",,"49","19"
"USC00420738","BLANDING, UT US","1934-01-31",,"56","24"
"USC00420738","BLANDING, UT US","1934-02-01",,"63","25"
"USC00420738","BLANDING, UT US","1934-02-02",,"59","23"
"USC00420738","BLANDING, UT US","1934-02-03",,"60","30"
"USC00420738","BLANDING, UT US","1934-02-04",,"60","25"
"USC00420738","BLANDING, UT US","1934-02-05",,"59","30"
"USC00420738","BLANDING, UT US","1934-02-06",,"57","27"
"USC00420738","BLANDING, UT US","1934-02-07",,"56","26"
"USC00420738","BLANDING, UT US","1934-02-08",,"50","23"
"USC00420738","BLANDING, UT US","1934-02-09",,"45","28"
"USC00420738","BLANDING, UT US","1934-02-10",,"42","21"
"USC00420738","BLANDING, UT US","1934-02-11",,"50","21"
"USC00420738","BLANDING, UT US","1934-02-12",,"53","21"
"USC00420738","BLANDING, UT US","1934-02-13",,"55","21"
"USC00420738","BLANDING, UT US","1934-02-14",,"56","23"
"USC00420738","BLANDING, UT US","1934-02-15",,"55","32"
"USC00420738","BLANDING, UT US","1934-02-16",,"55","31"
"USC00420738","BLANDING, UT US","1934-02-17",,"49","25"
"USC00420738","BLANDING, UT US","1934-02-18",,"50","20"
"USC00420738","BLANDING, UT US","1934-02-19",,"50","23"
"USC00420738","BLANDING, UT US","1934-02-20",,"45","30"
"USC00420738","BLANDING, UT US","1934-02-21",,"49","28"
"USC00420738","BLANDING, UT US","1934-02-22",,"51","21"
"USC00420738","BLANDING, UT US","1934-02-23",,"40","30"
"USC00420738","BLANDING, UT US","1934-02-24",,"55","29"
"USC00420738","BLANDING, UT US","1934-02-25",,"49","21"
"USC00420738","BLANDING, UT US","1934-02-26",,"46","30"
"USC00420738","BLANDING, UT US","1934-02-27",,"48","26"
"USC00420738","BLANDING, UT US","1934-02-28",,"49","32"
"USC00420738","BLANDING, UT US","1934-03-01",,"58","27"
"USC00420738","BLANDING, UT US","1934-03-02",,"58","30"
"USC00420738","BLANDING, UT US","1934-03-03",,"57","38"
"USC00420738","BLANDING, UT US","1934-03-04",,"59","25"
"USC00420738","BLANDING, UT US","1934-03-05",,"67","29"
"USC00420738","BLANDING, UT US","1934-03-06",,"65","35"
"USC00420738","BLANDING, UT US","1934-03-07",,"62","30"
"USC00420738","BLANDING, UT US","1934-03-08",,"53","27"
"USC00420738","BLANDING, UT US","1934-03-09",,"61","21"
"USC00420738","BLANDING, UT US","1934-03-10",,"63","26"
"USC00420738","BLANDING, UT US","1934-03-11",,"63","29"
"USC00420738","BLANDING, UT US","1934-03-12",,"65","25"
"USC00420738","BLANDING, UT US","1934-03-13",,"69","28"
"USC00420738","BLANDING, UT US","1934-03-14",,"64","31"
"USC00420738","BLANDING, UT US","1934-03-15",,"68","40"
"USC00420738","BLANDING, UT US","1934-03-16",,"66","32"
"USC00420738","BLANDING, UT US","1934-03-17",,"62","31"
"USC00420738","BLANDING, UT US","1934-03-18",,"59","21"
"USC00420738","BLANDING, UT US","1934-03-19",,"64","23"
"USC00420738","BLANDING, UT US","1934-03-20",,"65","31"
"USC00420738","BLANDING, UT US","1934-03-21",,"65","33"
"USC00420738","BLANDING, UT US","1934-03-22",,"66","37"
"USC00420738","BLANDING, UT US","1934-03-23",,"65","35"
"USC00420738","BLANDING, UT US","1934-03-24",,"58","44"
"USC00420738","BLANDING, UT US","1934-03-25",,"60","30"
"USC00420738","BLANDING, UT US","1934-03-26",,"58","36"
"USC00420738","BLANDING, UT US","1934-03-27",,"64","32"
"USC00420738","BLANDING, UT US","1934-03-28",,"69","35"
"USC00420738","BLANDING, UT US","1934-03-29",,"72","33"
"USC00420738","BLANDING, UT US","1934-03-30",,"68","30"
"USC00420738","BLANDING, UT US","1934-03-31",,"63","40"
"USC00420738","BLANDING, UT US","1934-04-01",,"65","25"
"USC00420738","BLANDING, UT US","1934-04-02",,"62","38"
"USC00420738","BLANDING, UT US","1934-04-03",,"54","25"
"USC00420738","BLANDING, UT US","1934-04-04",,"38","25"
"USC00420738","BLANDING, UT US","1934-04-05",,"51","25"
"USC00420738","BLANDING, UT US","1934-04-06",,"57","27"
"USC00420738","BLANDING, UT US","1934-04-07",,"60","29"
"USC00420738","BLANDING, UT US","1934-04-08",,"68","31"
"USC00420738","BLANDING, UT US","1934-04-09",,"72","32"
"USC00420738","BLANDING, UT US","1934-04-10",,"75","43"
"USC00420738","BLANDING, UT US","1934-04-11",,"78","54"
"USC00420738","BLANDING, UT US","1934-04-12",,"75","47"
"USC00420738","BLANDING, UT US","1934-04-13",,"72","44"
"USC00420738","BLANDING, UT US","1934-04-14",,"74","40"
"USC00420738","BLANDING, UT US","1934-04-15",,"69","44"
"USC00420738","BLANDING, UT US","1934-04-16",,"62","40"
"USC00420738","BLANDING, UT US","1934-04-17",,"61","40"
"USC00420738","BLANDING, UT US","1934-04-18",,"68","33"
"USC00420738","BLANDING, UT US","1934-04-19",,"71","38"
"USC00420738","BLANDING, UT US","1934-04-20",,"73","38"
"USC00420738","BLANDING, UT US","1934-04-21",,"75","38"
"USC00420738","BLANDING, UT US","1934-04-22",,"77","41"
"USC00420738","BLANDING, UT US","1934-04-23",,"77","41"
"USC00420738","BLANDING, UT US","1934-04-24",,"75","40"
"USC00420738","BLANDING, UT US","1934-04-25",,"73","32"
"USC00420738","BLANDING, UT US","1934-04-26",,"69","38"
"USC00420738","BLANDING, UT US","1934-04-27",,"69","35"
"USC00420738","BLANDING, UT US","1934-04-28",,,
"USC00420738","BLANDING, UT US","1934-04-29",,"76","38"
"USC00420738","BLANDING, UT US","1934-04-30",,"75","42"
"USC00420738","BLANDING, UT US","1934-05-01",,"68","40"
"USC00420738","BLANDING, UT US","1934-05-02",,"62","38"
"USC00420738","BLANDING, UT US","1934-05-03",,"63","32"
"USC00420738","BLANDING, UT US","1934-05-04",,"72","42"
"USC00420738","BLANDING, UT US","1934-05-05",,"79","43"
"USC00420738","BLANDING, UT US","1934-05-06",,"81","43"
"USC00420738","BLANDING, UT US","1934-05-07",,"84","50"
"USC00420738","BLANDING, UT US","1934-05-08",,"81","56"
"USC00420738","BLANDING, UT US","1934-05-09",,"85","50"
"USC00420738","BLANDING, UT US","1934-05-10",,"84","48"
"USC00420738","BLANDING, UT US","1934-05-11",,"84","52"
"USC00420738","BLANDING, UT US","1934-05-12",,"85","52"
